iso3c	country	description	value	units	year	source
CYP	Cyprus	special_waste_construction_and_demolition_waste_tons_year	1.377767	Million tonnes per year	2015	World Bank
CYP	Cyprus	special_waste_e_waste_tons_year	0.018137	Million tonnes per year	2015	World Bank
CYP	Cyprus	special_waste_hazardous_waste_tons_year	0.173377	Million tonnes per year	2015	World Bank
CYP	Cyprus	special_waste_medical_waste_tons_year	0.021404	Million tonnes per year	2015	World Bank
CZE	Czechia	special_waste_agricultural_waste_tons_year	0.583264	Million tonnes per year	2015	World Bank
CZE	Czechia	special_waste_construction_and_demolition_waste_tons_year	13.379041	Million tonnes per year	2015	World Bank
CZE	Czechia	special_waste_e_waste_tons_year	0.079581	Million tonnes per year	2015	World Bank
CZE	Czechia	special_waste_hazardous_waste_tons_year	1.162342	Million tonnes per year	2015	World Bank
CZE	Czechia	special_waste_medical_waste_tons_year	0.797432	Million tonnes per year	2015	World Bank
DEU	Germany	special_waste_agricultural_waste_tons_year	15.011037	Million tonnes per year	2014	World Bank
DEU	Germany	special_waste_construction_and_demolition_waste_tons_year	275.413069	Million tonnes per year	2014	World Bank
DEU	Germany	special_waste_e_waste_tons_year	2.465085	Million tonnes per year	2014	World Bank
DEU	Germany	special_waste_hazardous_waste_tons_year	21.81266	Million tonnes per year	2014	World Bank
DEU	Germany	special_waste_medical_waste_tons_year	8.821344	Million tonnes per year	2014	World Bank
DJI	Djibouti	special_waste_e_waste_tons_year	0.0009	Million tonnes per year	2016	World Bank
DMA	Dominica	special_waste_hazardous_waste_tons_year	0.000627	Million tonnes per year	2002	World Bank
DNK	Denmark	special_waste_agricultural_waste_tons_year	1.087281	Million tonnes per year	2015	World Bank
DNK	Denmark	special_waste_construction_and_demolition_waste_tons_year	11.4029	Million tonnes per year	2015	World Bank
DNK	Denmark	special_waste_e_waste_tons_year	0.168614	Million tonnes per year	2015	World Bank
DNK	Denmark	special_waste_hazardous_waste_tons_year	1.718394	Million tonnes per year	2015	World Bank
DNK	Denmark	special_waste_medical_waste_tons_year	0.317413	Million tonnes per year	2015	World Bank
DOM	Dominican Republic	special_waste_e_waste_tons_year	0.057	Million tonnes per year	2014	World Bank
DZA	Algeria	special_waste_construction_and_demolition_waste_tons_year	11.0	Million tonnes per year	2012	World Bank
DZA	Algeria	special_waste_e_waste_tons_year	0.252	Million tonnes per year	2016	World Bank
DZA	Algeria	special_waste_hazardous_waste_tons_year	0.33	Million tonnes per year	2011	World Bank
DZA	Algeria	special_waste_industrial_waste_tons_year	2.547	Million tonnes per year	2011	World Bank
DZA	Algeria	special_waste_medical_waste_tons_year	0.03	Million tonnes per year	2011	World Bank
ECU	Ecuador	special_waste_e_waste_tons_year	0.073	Million tonnes per year	2014	World Bank
ECU	Ecuador	special_waste_hazardous_waste_tons_year	0.193812	Million tonnes per year	2008	World Bank
ECU	Ecuador	special_waste_medical_waste_tons_year	0.011292	Million tonnes per year	2015	World Bank
EGY	Egypt	special_waste_agricultural_waste_tons_year	30.0	Million tonnes per year	2012	World Bank
EGY	Egypt	special_waste_construction_and_demolition_waste_tons_year	4.0	Million tonnes per year	2012	World Bank
EGY	Egypt	special_waste_e_waste_tons_year	0.497	Million tonnes per year	2016	World Bank
EGY	Egypt	special_waste_hazardous_waste_tons_year	0.38	Million tonnes per year	2011	World Bank
EGY	Egypt	special_waste_industrial_waste_tons_year	6.0	Million tonnes per year	2012	World Bank
EGY	Egypt	special_waste_medical_waste_tons_year	0.0283	Million tonnes per year	2010	World Bank
ERI	Eritrea	special_waste_e_waste_tons_year	0.0038	Million tonnes per year	2016	World Bank
ESP	Spain	special_waste_agricultural_waste_tons_year	8.05864	Million tonnes per year	2014	World Bank
ESP	Spain	special_waste_construction_and_demolition_waste_tons_year	52.155411	Million tonnes per year	2014	World Bank
ESP	Spain	special_waste_e_waste_tons_year	1.202597	Million tonnes per year	2014	World Bank
ESP	Spain	special_waste_hazardous_waste_tons_year	2.984518	Million tonnes per year	2014	World Bank
ESP	Spain	special_waste_medical_waste_tons_year	2.990346	Million tonnes per year	2014	World Bank
EST	Estonia	special_waste_agricultural_waste_tons_year	0.149633	Million tonnes per year	2015	World Bank
EST	Estonia	special_waste_construction_and_demolition_waste_tons_year	18.094986	Million tonnes per year	2015	World Bank
EST	Estonia	special_waste_e_waste_tons_year	0.034312	Million tonnes per year	2015	World Bank
EST	Estonia	special_waste_hazardous_waste_tons_year	10.410321	Million tonnes per year	2015	World Bank
EST	Estonia	special_waste_medical_waste_tons_year	1.750157	Million tonnes per year	2015	World Bank
ETH	Ethiopia	special_waste_e_waste_tons_year	0.049	Million tonnes per year	2016	World Bank
FIN	Finland	special_waste_agricultural_waste_tons_year	1.079091	Million tonnes per year	2014	World Bank
FIN	Finland	special_waste_construction_and_demolition_waste_tons_year	84.662998	Million tonnes per year	2014	World Bank
FIN	Finland	special_waste_e_waste_tons_year	0.212954	Million tonnes per year	2014	World Bank
FIN	Finland	special_waste_hazardous_waste_tons_year	1.998693	Million tonnes per year	2014	World Bank
FIN	Finland	special_waste_medical_waste_tons_year	1.006713	Million tonnes per year	2014	World Bank
FJI	Fiji	special_waste_e_waste_tons_year	0.0046	Million tonnes per year	2016	World Bank
FJI	Fiji	special_waste_medical_waste_tons_year	0.00031616	Million tonnes per year	2014	World Bank
FRA	France	special_waste_agricultural_waste_tons_year	11.304163	Million tonnes per year	2014	World Bank
FRA	France	special_waste_construction_and_demolition_waste_tons_year	236.301207	Million tonnes per year	2014	World Bank
FRA	France	special_waste_e_waste_tons_year	2.218682	Million tonnes per year	2014	World Bank
FRA	France	special_waste_hazardous_waste_tons_year	10.783405	Million tonnes per year	2014	World Bank
FRA	France	special_waste_medical_waste_tons_year	4.867183	Million tonnes per year	2014	World Bank
FSM	Micronesia (Federated States of)	special_waste_e_waste_tons_year	0.0002	Million tonnes per year	2016	World Bank
FSM	Micronesia (Federated States of)	special_waste_medical_waste_tons_year	7.347e-05	Million tonnes per year	2014	World Bank
GAB	Gabon	special_waste_e_waste_tons_year	0.014	Million tonnes per year	2016	World Bank
GBR	United Kingdom of Great Britain and Northern Ireland	special_waste_agricultural_waste_tons_year	10.365788	Million tonnes per year	2014	World Bank
GBR	United Kingdom of Great Britain and Northern Ireland	special_waste_construction_and_demolition_waste_tons_year	156.803699	Million tonnes per year	2014	World Bank
GBR	United Kingdom of Great Britain and Northern Ireland	special_waste_e_waste_tons_year	3.584126	Million tonnes per year	2014	World Bank
GBR	United Kingdom of Great Britain and Northern Ireland	special_waste_hazardous_waste_tons_year	5.755258	Million tonnes per year	2014	World Bank
GBR	United Kingdom of Great Britain and Northern Ireland	special_waste_medical_waste_tons_year	4.218205	Million tonnes per year	2014	World Bank
GEO	Georgia	special_waste_e_waste_tons_year	0.021	Million tonnes per year	2016	World Bank
GHA	Ghana	special_waste_e_waste_tons_year	0.039	Million tonnes per year	2016	World Bank
GIB	Gibraltar	special_waste_construction_and_demolition_waste_tons_year	0.03	Million tonnes per year	2013	World Bank
GIB	Gibraltar	special_waste_e_waste_tons_year	0.00020144	Million tonnes per year	2012	World Bank
GIB	Gibraltar	special_waste_hazardous_waste_tons_year	0.05899504	Million tonnes per year	2012	World Bank
GIN	Guinea	special_waste_e_waste_tons_year	0.008	Million tonnes per year	2016	World Bank
GMB	Gambia	special_waste_e_waste_tons_year	0.0022	Million tonnes per year	2016	World Bank
GNB	Guinea-Bissau	special_waste_e_waste_tons_year	0.001	Million tonnes per year	2016	World Bank
GRC	Greece	special_waste_agricultural_waste_tons_year	0.575225	Million tonnes per year	2014	World Bank
GRC	Greece	special_waste_construction_and_demolition_waste_tons_year	59.985396	Million tonnes per year	2014	World Bank
GRC	Greece	special_waste_e_waste_tons_year	0.18846	Million tonnes per year	2014	World Bank
GRC	Greece	special_waste_hazardous_waste_tons_year	0.221041	Million tonnes per year	2014	World Bank
GRC	Greece	special_waste_medical_waste_tons_year	0.251623	Million tonnes per year	2014	World Bank
GRD	Grenada	special_waste_e_waste_tons_year	0.0008	Million tonnes per year	2016	World Bank
GRL	Greenland	special_waste_hazardous_waste_tons_year	0.00073	Million tonnes per year	2009	World Bank
GTM	Guatemala	special_waste_e_waste_tons_year	0.055	Million tonnes per year	2014	World Bank
GTM	Guatemala	special_waste_hazardous_waste_tons_year	0.010051	Million tonnes per year	2015	World Bank
GTM	Guatemala	special_waste_medical_waste_tons_year	0.0008186000000000001	Million tonnes per year	2010	World Bank
GUY	Guyana	special_waste_e_waste_tons_year	0.005	Million tonnes per year	2014	World Bank
GUY	Guyana	special_waste_hazardous_waste_tons_year	0.0007417799999999999	Million tonnes per year	2007	World Bank
HKG	Hong Kong	special_waste_construction_and_demolition_waste_tons_year	1.533	Million tonnes per year	2015	World Bank
HKG	Hong Kong	special_waste_e_waste_tons_year	0.07	Million tonnes per year	2017	World Bank
HKG	Hong Kong	special_waste_hazardous_waste_tons_year	0.054812	Million tonnes per year	2009	World Bank
HKG	Hong Kong	special_waste_medical_waste_tons_year	0.002268	Million tonnes per year	2015	World Bank
HND	Honduras	special_waste_e_waste_tons_year	0.0017	Million tonnes per year	2014	World Bank
HND	Honduras	special_waste_hazardous_waste_tons_year	0.00025314	Million tonnes per year	2015	World Bank
HRV	Croatia	special_waste_agricultural_waste_tons_year	0.395664	Million tonnes per year	2015	World Bank
HRV	Croatia	special_waste_construction_and_demolition_waste_tons_year	0.805354	Million tonnes per year	2015	World Bank
HRV	Croatia	special_waste_e_waste_tons_year	0.058078	Million tonnes per year	2015	World Bank
HRV	Croatia	special_waste_hazardous_waste_tons_year	0.130326	Million tonnes per year	2015	World Bank
HRV	Croatia	special_waste_medical_waste_tons_year	0.056814	Million tonnes per year	2015	World Bank
HTI	Haiti	special_waste_e_waste_tons_year	0.006	Million tonnes per year	2014	World Bank
HUN	Hungary	special_waste_agricultural_waste_tons_year	0.699238	Million tonnes per year	2014	World Bank
HUN	Hungary	special_waste_construction_and_demolition_waste_tons_year	7.605276	Million tonnes per year	2014	World Bank
HUN	Hungary	special_waste_e_waste_tons_year	0.050066	Million tonnes per year	2014	World Bank
HUN	Hungary	special_waste_hazardous_waste_tons_year	0.596554	Million tonnes per year	2014	World Bank
HUN	Hungary	special_waste_medical_waste_tons_year	0.489182	Million tonnes per year	2014	World Bank
IDN	Indonesia	special_waste_agricultural_waste_tons_year	122.0	Million tonnes per year	1997	World Bank
IDN	Indonesia	special_waste_e_waste_tons_year	1.274	Million tonnes per year	2016	World Bank
IDN	Indonesia	special_waste_hazardous_waste_tons_year	23.0	Million tonnes per year	2010	World Bank
IDN	Indonesia	special_waste_medical_waste_tons_year	0.082125	Million tonnes per year	2017	World Bank
IMN	Isle of Man	special_waste_construction_and_demolition_waste_tons_year	0.122965	Million tonnes per year	2011	World Bank
IMN	Isle of Man	special_waste_industrial_waste_tons_year	0.048783	Million tonnes per year	2011	World Bank
IND	India	special_waste_construction_and_demolition_waste_tons_year	27.5	Million tonnes per year	2017	World Bank
IND	India	special_waste_e_waste_tons_year	1.7	Million tonnes per year	2015	World Bank
IND	India	special_waste_hazardous_waste_tons_year	7.467	Million tonnes per year	2016	World Bank
IND	India	special_waste_medical_waste_tons_year	0.1807845	Million tonnes per year	2017	World Bank
IRL	Ireland	special_waste_agricultural_waste_tons_year	0.554285	Million tonnes per year	2014	World Bank
IRL	Ireland	special_waste_construction_and_demolition_waste_tons_year	7.898378	Million tonnes per year	2014	World Bank
IRL	Ireland	special_waste_e_waste_tons_year	0.212874	Million tonnes per year	2014	World Bank
IRL	Ireland	special_waste_hazardous_waste_tons_year	0.482907	Million tonnes per year	2014	World Bank
IRL	Ireland	special_waste_medical_waste_tons_year	0.776112	Million tonnes per year	2014	World Bank
IRN	Iran (Islamic Republic of)	special_waste_agricultural_waste_tons_year	16.049	Million tonnes per year	2005	World Bank
IRN	Iran (Islamic Republic of)	special_waste_construction_and_demolition_waste_tons_year	80.0	Million tonnes per year	2017	World Bank
IRN	Iran (Islamic Republic of)	special_waste_e_waste_tons_year	0.63	Million tonnes per year	2016	World Bank
IRN	Iran (Islamic Republic of)	special_waste_hazardous_waste_tons_year	8.0	Million tonnes per year	2015	World Bank
IRN	Iran (Islamic Republic of)	special_waste_industrial_waste_tons_year	30.0	Million tonnes per year	2016	World Bank
IRN	Iran (Islamic Republic of)	special_waste_medical_waste_tons_year	1.60965	Million tonnes per year		World Bank
IRQ	Iraq	special_waste_e_waste_tons_year	0.221	Million tonnes per year	2016	World Bank
IRQ	Iraq	special_waste_hazardous_waste_tons_year	0.020622	Million tonnes per year	2015	World Bank
ISL	Iceland	special_waste_agricultural_waste_tons_year	0.005	Million tonnes per year	2013	World Bank
ISL	Iceland	special_waste_construction_and_demolition_waste_tons_year	0.001	Million tonnes per year	2013	World Bank
ISL	Iceland	special_waste_e_waste_tons_year	0.0076	Million tonnes per year	2016	World Bank
ISL	Iceland	special_waste_hazardous_waste_tons_year	0.007	Million tonnes per year	2013	World Bank
ISL	Iceland	special_waste_industrial_waste_tons_year	0.01	Million tonnes per year	2000	World Bank
ISR	Israel	special_waste_construction_and_demolition_waste_tons_year	7.0	Million tonnes per year	2015	World Bank
ISR	Israel	special_waste_e_waste_tons_year	0.12	Million tonnes per year	2016	World Bank
ISR	Israel	special_waste_hazardous_waste_tons_year	0.321	Million tonnes per year	2008	World Bank
ITA	Italy	special_waste_agricultural_waste_tons_year	6.921585	Million tonnes per year	2014	World Bank
ITA	Italy	special_waste_construction_and_demolition_waste_tons_year	61.938678	Million tonnes per year	2014	World Bank
ITA	Italy	special_waste_e_waste_tons_year	2.800026	Million tonnes per year	2014	World Bank
ITA	Italy	special_waste_hazardous_waste_tons_year	8.923548	Million tonnes per year	2014	World Bank
ITA	Italy	special_waste_medical_waste_tons_year	16.071024	Million tonnes per year	2014	World Bank
JAM	Jamaica	special_waste_e_waste_tons_year	0.017	Million tonnes per year	2016	World Bank
JAM	Jamaica	special_waste_hazardous_waste_tons_year	0.01	Million tonnes per year	2001	World Bank
JAM	Jamaica	special_waste_medical_waste_tons_year	0.00020658000000000002	Million tonnes per year	2009	World Bank
JOR	Jordan	special_waste_agricultural_waste_tons_year	4.0	Million tonnes per year	2014	World Bank
JOR	Jordan	special_waste_e_waste_tons_year	0.043	Million tonnes per year	2016	World Bank
JOR	Jordan	special_waste_hazardous_waste_tons_year	1.230441	Million tonnes per year	2011	World Bank
JOR	Jordan	special_waste_industrial_waste_tons_year	0.045	Million tonnes per year	2014	World Bank
JOR	Jordan	special_waste_medical_waste_tons_year	0.004	Million tonnes per year	2014	World Bank
JPN	Japan	special_waste_agricultural_waste_tons_year	35.109	Million tonnes per year	2010	World Bank
JPN	Japan	special_waste_construction_and_demolition_waste_tons_year	72.69	Million tonnes per year	2012	World Bank
JPN	Japan	special_waste_e_waste_tons_year	0.518978	Million tonnes per year	2015	World Bank
JPN	Japan	special_waste_hazardous_waste_tons_year	3.6	Million tonnes per year	2004	World Bank
JPN	Japan	special_waste_industrial_waste_tons_year	392.84	Million tonnes per year	2014	World Bank
JPN	Japan	special_waste_medical_waste_tons_year	0.32	Million tonnes per year	2004	World Bank
KAZ	Kazakhstan	special_waste_e_waste_tons_year	0.147	Million tonnes per year	2016	World Bank
KEN	Kenya	special_waste_e_waste_tons_year	0.01735	Million tonnes per year	2010	World Bank
KEN	Kenya	special_waste_medical_waste_tons_year	0.909182	Million tonnes per year	2005	World Bank
KGZ	Kyrgyzstan	special_waste_agricultural_waste_tons_year	0.0179	Million tonnes per year	2010	World Bank
KGZ	Kyrgyzstan	special_waste_construction_and_demolition_waste_tons_year	0.0036	Million tonnes per year	2010	World Bank
KGZ	Kyrgyzstan	special_waste_e_waste_tons_year	0.0072	Million tonnes per year	2016	World Bank
KGZ	Kyrgyzstan	special_waste_hazardous_waste_tons_year	4.771346	Million tonnes per year	2012	World Bank
KHM	Cambodia	special_waste_e_waste_tons_year	0.014	Million tonnes per year	2016	World Bank
KHM	Cambodia	special_waste_medical_waste_tons_year	0.00014709	Million tonnes per year	2007	World Bank
KIR	Kiribati	special_waste_e_waste_tons_year	0.0001	Million tonnes per year	2016	World Bank
KIR	Kiribati	special_waste_industrial_waste_tons_year	0.0007665	Million tonnes per year	2014	World Bank
KIR	Kiribati	special_waste_medical_waste_tons_year	1.6219999999999997e-05	Million tonnes per year	2014	World Bank
KNA	Saint Kitts and Nevis	special_waste_e_waste_tons_year	0.0007	Million tonnes per year	2016	World Bank
KOR	Korea, Republic of	special_waste_construction_and_demolition_waste_tons_year	68.1196	Million tonnes per year	2012	World Bank
KOR	Korea, Republic of	special_waste_e_waste_tons_year	0.570635	Million tonnes per year	2016	World Bank
KOR	Korea, Republic of	special_waste_industrial_waste_tons_year	39.81	Million tonnes per year	2000	World Bank
KWT	Kuwait	special_waste_construction_and_demolition_waste_tons_year	1.149	Million tonnes per year	2008	World Bank
KWT	Kuwait	special_waste_e_waste_tons_year	0.067	Million tonnes per year	2016	World Bank
KWT	Kuwait	special_waste_hazardous_waste_tons_year	0.203	Million tonnes per year	2008	World Bank
KWT	Kuwait	special_waste_industrial_waste_tons_year	0.007	Million tonnes per year	2008	World Bank
KWT	Kuwait	special_waste_medical_waste_tons_year	0.033	Million tonnes per year	2008	World Bank
LAO	Lao People's Democratic Republic	special_waste_e_waste_tons_year	0.0075	Million tonnes per year	2016	World Bank
LAO	Lao People's Democratic Republic	special_waste_hazardous_waste_tons_year	0.0052	Million tonnes per year	2015	World Bank
LAO	Lao People's Democratic Republic	special_waste_industrial_waste_tons_year	0.0495	Million tonnes per year	2015	World Bank
LAO	Lao People's Democratic Republic	special_waste_medical_waste_tons_year	0.0012	Million tonnes per year	2015	World Bank
LBN	Lebanon	special_waste_e_waste_tons_year	0.051	Million tonnes per year	2016	World Bank
LBN	Lebanon	special_waste_hazardous_waste_tons_year	0.046	Million tonnes per year	2008	World Bank
LBN	Lebanon	special_waste_medical_waste_tons_year	0.005568	Million tonnes per year	2008	World Bank
LBY	Libya	special_waste_construction_and_demolition_waste_tons_year	3.64115	Million tonnes per year	2010	World Bank
LBY	Libya	special_waste_e_waste_tons_year	0.07	Million tonnes per year	2016	World Bank
LCA	Saint Lucia	special_waste_e_waste_tons_year	0.0016	Million tonnes per year	2016	World Bank
LCA	Saint Lucia	special_waste_hazardous_waste_tons_year	0.002732	Million tonnes per year	2015	World Bank
LCA	Saint Lucia	special_waste_medical_waste_tons_year	4.9630000000000004e-05	Million tonnes per year	2015	World Bank
LIE	Liechtenstein	special_waste_agricultural_waste_tons_year	0.002612	Million tonnes per year	2014	World Bank
LIE	Liechtenstein	special_waste_construction_and_demolition_waste_tons_year	0.513728	Million tonnes per year	2014	World Bank
LIE	Liechtenstein	special_waste_e_waste_tons_year	0.000293	Million tonnes per year	2014	World Bank
LIE	Liechtenstein	special_waste_hazardous_waste_tons_year	0.001204	Million tonnes per year	2014	World Bank
LIE	Liechtenstein	special_waste_medical_waste_tons_year	0.000127	Million tonnes per year	2014	World Bank
LKA	Sri Lanka	special_waste_construction_and_demolition_waste_tons_year	0.0657	Million tonnes per year	2016	World Bank
LKA	Sri Lanka	special_waste_e_waste_tons_year	7.25e-05	Million tonnes per year	2015	World Bank
LKA	Sri Lanka	special_waste_industrial_waste_tons_year	0.053	Million tonnes per year	2003	World Bank
LKA	Sri Lanka	special_waste_medical_waste_tons_year	0.009855	Million tonnes per year	2017	World Bank
LSO	Lesotho	special_waste_e_waste_tons_year	0.0018	Million tonnes per year	2016	World Bank
LTU	Lithuania	special_waste_agricultural_waste_tons_year	0.551038	Million tonnes per year	2014	World Bank
LTU	Lithuania	special_waste_construction_and_demolition_waste_tons_year	3.01159	Million tonnes per year	2014	World Bank
LTU	Lithuania	special_waste_e_waste_tons_year	0.082691	Million tonnes per year	2014	World Bank
LTU	Lithuania	special_waste_hazardous_waste_tons_year	0.165477	Million tonnes per year	2014	World Bank
LTU	Lithuania	special_waste_medical_waste_tons_year	0.070124	Million tonnes per year	2014	World Bank
LUX	Luxembourg	special_waste_agricultural_waste_tons_year	0.095427	Million tonnes per year	2014	World Bank
LUX	Luxembourg	special_waste_construction_and_demolition_waste_tons_year	6.272673	Million tonnes per year	2014	World Bank
LUX	Luxembourg	special_waste_e_waste_tons_year	0.007398	Million tonnes per year	2014	World Bank
LUX	Luxembourg	special_waste_hazardous_waste_tons_year	0.23718	Million tonnes per year	2014	World Bank
LUX	Luxembourg	special_waste_medical_waste_tons_year	0.047825	Million tonnes per year	2014	World Bank
LVA	Latvia	special_waste_agricultural_waste_tons_year	0.10548	Million tonnes per year	2014	World Bank
LVA	Latvia	special_waste_construction_and_demolition_waste_tons_year	0.671423	Million tonnes per year	2014	World Bank
LVA	Latvia	special_waste_e_waste_tons_year	0.025071	Million tonnes per year	2014	World Bank
LVA	Latvia	special_waste_hazardous_waste_tons_year	0.104142	Million tonnes per year	2014	World Bank
LVA	Latvia	special_waste_medical_waste_tons_year	0.065624	Million tonnes per year	2014	World Bank
MAC	Macao	special_waste_construction_and_demolition_waste_tons_year	0.052	Million tonnes per year	2016	World Bank
MAC	Macao	special_waste_e_waste_tons_year	0.011	Million tonnes per year	2016	World Bank
MAC	Macao	special_waste_hazardous_waste_tons_year	0.003118	Million tonnes per year	2014	World Bank
MAC	Macao	special_waste_medical_waste_tons_year	0.011493	Million tonnes per year	2009	World Bank
MAR	Morocco	special_waste_construction_and_demolition_waste_tons_year	7.0	Million tonnes per year	2014	World Bank
MAR	Morocco	special_waste_e_waste_tons_year	0.0303	Million tonnes per year	2014	World Bank
MAR	Morocco	special_waste_hazardous_waste_tons_year	0.289385	Million tonnes per year	2014	World Bank
MAR	Morocco	special_waste_industrial_waste_tons_year	1.5997106200000002	Million tonnes per year	2014	World Bank
MAR	Morocco	special_waste_medical_waste_tons_year	0.021	Million tonnes per year	2014	World Bank
MCO	Monaco	special_waste_hazardous_waste_tons_year	0.00031207	Million tonnes per year	2015	World Bank
MDA	Moldova, Republic of	special_waste_construction_and_demolition_waste_tons_year	1.4	Million tonnes per year	2010	World Bank
MDA	Moldova, Republic of	special_waste_e_waste_tons_year	0.0063	Million tonnes per year	2016	World Bank
MDA	Moldova, Republic of	special_waste_hazardous_waste_tons_year	0.000418	Million tonnes per year	2012	World Bank
MDA	Moldova, Republic of	special_waste_industrial_waste_tons_year	2.8417	Million tonnes per year	2008	World Bank
MDA	Moldova, Republic of	special_waste_medical_waste_tons_year	0.0157	Million tonnes per year	2010	World Bank
MDG	Madagascar	special_waste_e_waste_tons_year	0.014	Million tonnes per year	2016	World Bank
MDG	Madagascar	special_waste_hazardous_waste_tons_year	0.045957	Million tonnes per year	2007	World Bank
MDV	Maldives	special_waste_construction_and_demolition_waste_tons_year	0.0061611999999999995	Million tonnes per year	2017	World Bank
MDV	Maldives	special_waste_e_waste_tons_year	0.00300395	Million tonnes per year	2017	World Bank
MDV	Maldives	special_waste_hazardous_waste_tons_year	0.015105525	Million tonnes per year	2017	World Bank
MDV	Maldives	special_waste_medical_waste_tons_year	0.0017374	Million tonnes per year	2017	World Bank
MEX	Mexico	special_waste_construction_and_demolition_waste_tons_year	6.0	Million tonnes per year	2011	World Bank
MEX	Mexico	special_waste_e_waste_tons_year	0.9579	Million tonnes per year	2014	World Bank
MEX	Mexico	special_waste_hazardous_waste_tons_year	0.018172490000000003	Million tonnes per year	2015	World Bank
MEX	Mexico	special_waste_medical_waste_tons_year	0.00097806	Million tonnes per year	2015	World Bank
MHL	Marshall Islands	special_waste_medical_waste_tons_year	4.315999999999999e-05	Million tonnes per year	2014	World Bank
MKD	North Macedonia	special_waste_agricultural_waste_tons_year	0.091933	Million tonnes per year	2014	World Bank
MKD	North Macedonia	special_waste_construction_and_demolition_waste_tons_year	0.121551	Million tonnes per year	2014	World Bank
MKD	North Macedonia	special_waste_e_waste_tons_year	0.00122	Million tonnes per year	2014	World Bank
MKD	North Macedonia	special_waste_hazardous_waste_tons_year	0.040797	Million tonnes per year	2014	World Bank
MKD	North Macedonia	special_waste_medical_waste_tons_year	0.951293	Million tonnes per year	2014	World Bank
MLI	Mali	special_waste_e_waste_tons_year	0.012	Million tonnes per year	2016	World Bank
MLT	Malta	special_waste_agricultural_waste_tons_year	0.016607	Million tonnes per year	2014	World Bank
MLT	Malta	special_waste_construction_and_demolition_waste_tons_year	1.258426	Million tonnes per year	2014	World Bank
MLT	Malta	special_waste_e_waste_tons_year	0.007643	Million tonnes per year	2015	World Bank
MLT	Malta	special_waste_hazardous_waste_tons_year	0.036523	Million tonnes per year	2014	World Bank
MLT	Malta	special_waste_industrial_waste_tons_year	0.106235	Million tonnes per year	2011	World Bank
MLT	Malta	special_waste_medical_waste_tons_year	0.023418	Million tonnes per year	2014	World Bank
MMR	Myanmar	special_waste_e_waste_tons_year	0.055	Million tonnes per year	2016	World Bank
MMR	Myanmar	special_waste_industrial_waste_tons_year	0.05475	Million tonnes per year	2016	World Bank
MMR	Myanmar	special_waste_medical_waste_tons_year	0.0006482	Million tonnes per year	2017	World Bank
MNE	Montenegro	special_waste_construction_and_demolition_waste_tons_year	0.092228	Million tonnes per year	2015	World Bank
MNE	Montenegro	special_waste_e_waste_tons_year	0.0062	Million tonnes per year	2016	World Bank
MNE	Montenegro	special_waste_hazardous_waste_tons_year	0.00381921	Million tonnes per year	2012	World Bank
MNE	Montenegro	special_waste_industrial_waste_tons_year	0.45379152	Million tonnes per year	2012	World Bank
MNE	Montenegro	special_waste_medical_waste_tons_year	0.0023314	Million tonnes per year	2015	World Bank
MNG	Mongolia	special_waste_construction_and_demolition_waste_tons_year	0.1263	Million tonnes per year	2016	World Bank
MNG	Mongolia	special_waste_e_waste_tons_year	0.014	Million tonnes per year	2016	World Bank
MNG	Mongolia	special_waste_industrial_waste_tons_year	0.0814	Million tonnes per year	2016	World Bank
MNG	Mongolia	special_waste_medical_waste_tons_year	0.00096725	Million tonnes per year	2005	World Bank
MOZ	Mozambique	special_waste_e_waste_tons_year	0.017	Million tonnes per year	2016	World Bank
MRT	Mauritania	special_waste_e_waste_tons_year	0.0051	Million tonnes per year	2016	World Bank
MUS	Mauritius	special_waste_e_waste_tons_year	0.011	Million tonnes per year	2016	World Bank
MUS	Mauritius	special_waste_hazardous_waste_tons_year	0.017	Million tonnes per year	2017	World Bank
MWI	Malawi	special_waste_e_waste_tons_year	0.0095	Million tonnes per year	2016	World Bank
MYS	Malaysia	special_waste_agricultural_waste_tons_year	42.0	Million tonnes per year	1997	World Bank
MYS	Malaysia	special_waste_e_waste_tons_year	0.28	Million tonnes per year	2016	World Bank
MYS	Malaysia	special_waste_hazardous_waste_tons_year	2.918478	Million tonnes per year	2015	World Bank
MYS	Malaysia	special_waste_industrial_waste_tons_year	0.831835	Million tonnes per year	2012	World Bank
MYS	Malaysia	special_waste_medical_waste_tons_year	0.0195	Million tonnes per year	2013	World Bank
NAM	Namibia	special_waste_e_waste_tons_year	0.014	Million tonnes per year	2016	World Bank
NCL	New Caledonia	special_waste_medical_waste_tons_year	0.000324	Million tonnes per year	2014	World Bank
NER	Niger	special_waste_e_waste_tons_year	0.0079	Million tonnes per year	2016	World Bank
NER	Niger	special_waste_hazardous_waste_tons_year	0.554	Million tonnes per year	2005	World Bank
NGA	Nigeria	special_waste_e_waste_tons_year	0.277	Million tonnes per year	2016	World Bank
NIC	Nicaragua	special_waste_e_waste_tons_year	0.0108	Million tonnes per year	2014	World Bank
NIC	Nicaragua	special_waste_hazardous_waste_tons_year	0.002837	Million tonnes per year	2015	World Bank
NLD	Netherlands	special_waste_agricultural_waste_tons_year	14.71864	Million tonnes per year	2014	World Bank
NLD	Netherlands	special_waste_construction_and_demolition_waste_tons_year	96.20647	Million tonnes per year	2014	World Bank
NLD	Netherlands	special_waste_e_waste_tons_year	0.53441	Million tonnes per year	2014	World Bank
